A,Fission Yield,Z,N,E
104.5252640990964,0.04430415892416307,93.00197859483374,5.988905414262559,143.9997554835431
104.31753615457532,0.04228564468143324,93.00127792599199,5.986865976363187,143.99933185075088
105.02646866615046,0.03903061666533851,93.00113220834491,5.988226728859057,144.000585531677
104.14095688696358,0.04247440255989469,92.99910107997304,5.988900437081135,143.99834678914112
105.25927702485589,0.036093320590604334,92.99920423620877,5.989533076869177,144.00032537340007
110.85139286531474,-0.002829677049310163,92.99974873526973,5.98757826604147,143.99998770797544
105.5527778354914,0.031367254191772956,93.00144586379122,5.989054583391982,143.9994649708652
102.18293756827372,0.05314553729954821,93.00163920151547,5.988011565781669,143.9992387404543
107.1655121422385,0.01669311877188694,92.99970086833287,5.9873928952881155,144.00129827802328
106.10894681510564,0.025201190146071892,92.99933107576669,5.988795438111032,144.00073638608998
108.39942692882867,0.014190233841586929,92.9994145487059,5.986959790554416,144.0005584332826
102.3369200341464,0.051985121384786226,92.99958459632327,5.987943502335389,143.99838815879957
105.32337129243885,0.026507869011656186,93.00204014301747,5.987513196892987,143.99834680595694
106.07962976447014,0.026243902973684657,93.00136083395695,5.988547431664332,143.9985091542343
100.97391841802607,0.06476455147745351,93.00008136799836,5.988815309120435,143.9987787583376
104.2758517947333,0.04126604536517982,92.9990057004629,5.988207746913865,143.9995418424927
107.23774682440182,0.019448061474280482,93.0001139666858,5.989782106717544,143.99951774740362
104.47035490415574,0.03801756944691462,93.00042402881986,5.989741900923287,144.00018342647678
106.2052395793992,0.02846065735439115,92.9989893313134,5.987893553541708,143.99840511453263
104.71883190188662,0.03536750553613574,93.00005143474678,5.990239373836599,143.99996412941562
105.04734215698629,0.02534753432513786,93.00017772577702,5.988020095013708,143.99991277044785
108.57850467555343,0.004771367631870107,92.99996354326834,5.987535716686,144.00118393030192
101.18973098921347,0.06630187515245148,93.00016137494441,5.986138449807633,144.00115691667546
106.8476584369644,0.02074138693548573,93.00033942888744,5.989872757497181,143.99963057087612
108.27286661577065,0.00927979385871959,93.0012252198954,5.986785593114133,144.00007453199788
106.14585540932794,0.02325933108212862,93.00018863597931,5.9880838928823135,143.99821560736837
109.83938587580897,-0.0008815784327980483,93.00055327084242,5.987552017342582,144.00114583032922
109.0146387629822,0.0038236146505180313,92.99955689526021,5.988063403110717,143.99990624952207
107.17443687818326,0.017950285286436295,92.99862660022106,5.989009309340726,143.99869006502843
103.85899192894438,0.04654057971378786,92.99898858602933,5.989280777466163,143.99976650992892
101.89139418294656,0.059276850059424645,92.99874067891034,5.987891127901215,143.9999333390457
99.77025262144149,0.07239521205804988,93.00108294378991,5.989224193709608,144.00018592210816
105.44200265263969,0.02992121469135545,92.9997824158001,5.987491034088403,144.00016257800738
101.04390775429499,0.06338277786261542,92.99836504410746,5.987688319488288,144.00233525115607
108.29754530206309,0.009072955172761927,92.99989951969056,5.987601564088864,143.9994926148205
105.42975472910499,0.03414382265479859,93.00067939668985,5.988765146547657,143.9983975577076
104.60532461658032,0.04140968726846112,93.00040313569178,5.987944632372432,144.0008100900208
104.77875475833204,0.03563425123115141,93.00057302001096,5.987962307232261,143.99886308481715
102.10841582919511,0.051204596796592346,93.00077126282976,5.989259805936851,143.99874913291356
103.74414904530438,0.0414193699332175,92.99625544193186,5.987711381221484,144.0014376485295
102.47923499287643,0.04996194837826799,93.00072876217592,5.987572639561294,144.0004278385817
105.90095171851443,0.029526643305441483,93.00109609228895,5.9860282511691025,144.00154838494709
103.24861649815003,0.05235872181435648,93.00034973168044,5.987233256231664,143.9996693328817
108.31726427998926,0.013101900786542352,92.99931936621138,5.989043431204762,144.00023564332344
105.08953862809379,0.03588964477104249,92.99953159711151,5.987698116142314,144.00291434577267
104.68472892067939,0.03881087142580013,92.999382047146,5.989108630369105,144.00060340083962
103.76942233787864,0.04001837440972392,93.00123813361755,5.988667745060072,143.99964747466984
107.09769234538479,0.013160229382671421,92.99910572173768,5.989566874286703,143.9995081870384
99.12266504088902,0.07256340264380101,93.00043356138913,5.988797791440503,143.99806822065128
107.25386569385397,0.016647590331929644,92.99940874538598,5.9892428196692595,144.0005114910784
114.53391091093384,-0.030138792416398483,92.99919529282215,5.989548941803284,143.99854134698856
109.32982948009106,0.004925433313525098,93.00078476382056,5.986895894384624,144.00122968729826
101.87824743232935,0.05647811290360509,93.00066532618608,5.987861501234978,143.99924923801106
106.94512203656134,0.02015050463411857,92.99990617759208,5.988200638376599,143.9992405792046
100.66325763931881,0.06948393175492976,92.99837202328692,5.990260675352615,144.0014024934463
103.52999766558423,0.04376075115012079,93.000791457388,5.988538052405922,144.00001295514684
106.91392033857326,0.017658410895575235,92.99916198479812,5.988999476081905,143.99949710192288
104.33745720856489,0.03615314570360022,92.99982887395376,5.989152002797586,144.00082216496247
103.07318867548481,0.04587062483749695,92.99924321170131,5.98818694424594,143.99897228514902
106.92026835373028,0.01866619125908447,92.99949166925173,5.988525256644017,143.999002479521
102.84870670913749,0.0467637522390057,92.9985488082322,5.988282504802649,144.0002498249301
106.1119766357924,0.02520429672678648,92.99974372633245,5.988216421618835,143.9994484996436
107.5714812869996,0.008644658962346133,93.00008235846413,5.9895258719639815,143.99846161264804
102.9456987433983,0.0467315998838374,93.00004446199334,5.988339527188129,144.00109438352032
105.00266894370394,0.036597893313815806,92.99972357991987,5.988471302300227,144.00124684784276
106.14392387460273,0.024667558747647516,93.00029016722414,5.989142579732843,143.99945927754572
104.5165966849756,0.03947041930121012,93.00125557901457,5.988108852101462,144.00086695468266
109.26467484277552,0.006359024270078856,92.99927879835934,5.987992110831456,143.99869951699176
102.75608343918785,0.05081265598014092,93.00001389468994,5.989322779909748,143.99999702182572
106.04988817374762,0.025651946784222113,92.9997345512917,5.987786751685675,143.99828287926167
105.53296811694732,0.029061937491299764,92.9993104399896,5.988714157018583,144.00023799427208
105.18428274780088,0.03260597467070867,93.0003128359299,5.988294058334332,143.99913535678823
101.05074612872255,0.059073478012128186,92.99774963153311,5.989063206033314,144.00060782137695
