A,Fission Yield
160.53586700051878,-0.0018547379198818573
172.44521568790796,-0.0006657937703100975
168.13357061456588,0.00028460776242451223
167.49896981306554,-0.0014517226372770314
153.12651394637192,-3.828079927688093e-05
161.5920554951841,-0.0013764736336656339
165.2971418598757,0.0001211959956662064
168.97013654075755,0.0003343031639232762
165.63776856771628,-0.00029096611852540323
165.64423480961926,0.0018767707774853112
162.08265992947824,-0.0010126464438046108
157.02047169940548,-0.0011023232747545619
160.73627762920825,-0.0019046240665713738
170.0430270104539,0.00013752285022892733
157.52956130355133,0.00029781330040749127
162.70117886315367,-0.00025681560540251667
170.95330268680345,-0.000802920180452564
164.7900769341994,0.0010854659885369772
159.92034551776854,-0.0016936733437124772
160.03862475105205,-0.0003021383668272844
166.09965974537863,0.0006155898596091851
155.75829076237906,0.0010925201424657948
167.08235001626988,-0.0003301597063074444
159.9951535318908,0.0010742783894422546
164.9023081274671,-0.00017281542237199257
168.69973117926648,-0.001251075073682086
157.08113676416082,0.0015025397358048836
162.4369522676468,0.0010662696823146001
159.8112491572386,-0.000561688973047414
159.81270491688184,0.0016457429108748204
162.2178596870409,0.0016368830281988337
177.86334462868498,0.0006532373946863283
161.4738698885308,-0.0002364466401006873
161.44532862389292,-0.0019433764827626015
163.33103596720247,0.00039936064355953
153.0523694839761,-0.0003329275173031013
166.89631839972245,-0.000522081110119092
156.45822655308976,0.00047287775802958004
165.20860332321496,0.0005293352044248781
161.4131359072873,0.0010462169794733017
166.25182709270604,-0.00033646547416679083
164.3751278506602,-0.0014570543286155635
160.2079433487623,0.00034867264799374635
161.96997331035482,-0.00017868620136268163
170.57092542620637,-0.0004947056901651863
164.07605216247026,-0.0007840104127098484
162.97751094728196,0.00045207801153337453
150.58018521303612,0.0004043912712897162
160.44148184133246,5.964968756892013e-06
173.61898705147345,-0.00014151049943507768
161.6362445023359,0.0025541305829400503
163.16566985969703,0.0003456358938545558
162.21111280722286,-0.001126758560304419
155.08120700099616,0.0009212448282330048
157.21128093931117,-0.0007902379703037741
153.50709414498087,-0.0012331035430948392
158.4475482658973,0.002325721994382892
167.99857686734615,-0.0006037299640481519
161.3975515752697,-0.0004420557484062335
171.3901150741772,-1.2233619420440094e-05
168.4331243940038,0.0004412721044206933
167.5679971789356,0.0015424569948596283
166.7434897382546,-0.0003381132170762997
157.07513388431556,-0.0011132682564399064
160.62367788550463,0.001400220747738927
171.7341557978832,0.00010001340040490252
160.42735928173136,0.0008719735031764178
169.49060213521147,-0.0013884676285031818
158.84060811812049,0.0004053333103555577
160.4842148586387,0.00043090797871987154
166.11844654288322,0.0002316651765283278
160.22639761488517,-0.0006378641315362186
150.7037750390852,0.0007051392070505622
169.21421084743025,0.0006146552802410446
167.90257784187074,0.0007661421391759473
154.98570377337242,-0.0006674527091309888
156.1677466063227,0.0005621620249051122
157.02340689309702,0.002049967123007128
163.4867462690854,-0.0007261664779661864
167.3868949547255,-0.0008469241295426617
162.4677815363287,0.0003960584490557447
160.32558775475408,0.0009193519906468294
161.92220930301085,0.0015289329967741153
163.60341732299122,0.0027846664946513115
158.21255430999298,-0.0007523150709268555
168.48512900136265,0.00044947764307390467
163.35398964415,0.0007598792065009426
159.13550774276317,2.7018956674075534e-05
167.1282234328285,-0.0015498946495830037
164.70455800028392,0.0008837802374102161
160.70460938045508,-0.0011822762111200187
160.95233422400824,0.00046324910769085157
167.35264219153578,0.00013391092009652525
161.64848446569206,-0.0010923987900835238
159.83455262417226,0.0006572897855543881
155.44312051616905,0.001221092047695533
170.34264571374803,-0.001014246933282158
158.88242537072435,0.0006239256596437555
158.882350223987,0.004000032760579704
158.54422501485374,0.0012576542008091926
156.22450786853048,0.0008025839346401584
163.9098726046459,0.0007970827882246921
166.6803483135926,-0.0002509827335323727
164.93978405615456,9.713793262920568e-05
147.98580723488243,-0.001621599492165544
157.84566803654266,-0.0015108269314995908
164.85845599020737,0.0011166318375443495
161.61172308190547,-0.0010259007316522518
166.3320588404898,0.0006808116205178297
166.4232639838128,0.00021116184114068292
161.7250000635879,-0.0005966979269460213
149.0194738539129,0.0008920514370679108
174.26305973967388,6.42509543977038e-05
166.00801493058464,0.0008603890848369177
166.79960360748242,-0.00012931511655864245
158.94326538093773,0.000978907456113292
169.26866239709165,-0.00038823906432645656
164.87670220665038,-0.0006453098218424798
151.31120864908365,0.0006264895806392794
169.63551661508387,0.0008726072786299917
149.1513983253233,0.0012930716224143944
171.20063489051196,-0.0005683655162503958
154.32985907530446,-0.0005434301060630539
159.3136332841949,0.0008812650614902579
167.61344700067662,-8.559088904119269e-05
181.62662686570118,-0.0012695584115102149
163.53022097306848,-0.001226358380658794
152.11677613594966,-0.0012410355845223512
164.6653796846209,0.00015062843960257205
153.27410609097666,-0.001264028772938284
154.9580437537803,0.00017312154227955092
167.94391482278658,0.00043692951221898697
160.79563971059966,-0.0005309236033597141
161.57828729317177,-0.00032526604194597046
161.3135938609343,0.0007377714702875558
152.3976921591576,-0.0010507462739345413
149.08553758014546,-0.0017237184009751907
162.9199852494419,0.0006392505040436975
160.29954500509916,-0.0005462798574435326
163.26110354753715,-0.0004591742618573906
165.56950555330317,0.000864046687373203
159.8392262614032,-0.0006104266871258579
156.55390824302927,0.00044976470131621345
157.07910049713314,0.0007678720842179713
167.02045327410954,-0.0005830011356071691
157.47611416829355,0.0007424958354075613
162.12749298734477,0.00017480269546510784
154.2647457447769,-0.000425071734894464
158.6882910589529,-9.713470098161254e-05
163.31898249473676,0.0011494584260976887
157.00308534077243,0.0009549296564013578
154.09633408132578,0.0001968252595844646
157.87174802597016,-0.00019427013877615045
