A,Fission Yield,Z,N,E
117.02403058777836,0.017785290529641843,97.99947727548633,6.624164233254305,150.99996158177237
123.30776797456467,-0.0028937602266035367,97.99935649420587,6.6247089828619155,150.999906992145
118.93271208584248,0.0165496479411295,98.00128097783495,6.623880784538867,150.9992719318754
121.18156909061611,0.0024562758864941463,97.99993127856273,6.624824700680877,150.99954324876694
117.59489621323203,0.018410306473019875,97.99946784869871,6.621868864189999,151.00039601954097
119.58413323740953,0.0045630515328660935,97.99978356747475,6.623635023225195,151.0023072325209
120.76129987611267,0.0014897577093789874,98.00071232031326,6.623514891595493,150.99978459390545
116.29129009425094,0.02930455732794643,97.99888360542916,6.6241207573636665,150.9993484488848
113.48535304420065,0.043707388490138964,98.0005924006151,6.624113146209863,151.00043581510005
112.31866527375465,0.038090018054203034,98.00097125310133,6.624528951393799,150.99980834940888
113.5390719317177,0.032539827009543956,98.00006571067654,6.623960461595654,151.00118991988106
120.18689082201884,0.0017525976562275392,98.00076483582183,6.6236780799539945,150.99849461124046
113.40691565321093,0.039623289016487304,98.00033939889562,6.622156926894702,150.99996679653984
108.17125405087218,0.0722512894013708,98.00086889517674,6.623606967734742,150.9999058311315
114.58148505416986,0.03941865782470174,97.99914307323222,6.623267171220882,150.99880072113524
117.23642401221161,0.022164983970615275,97.99940427041034,6.622782013457239,150.9999873915681
117.28640552281638,0.016661279361286155,98.00040062660322,6.622769781955838,151.00064398863364
116.40685662726214,0.024428589246055385,97.99857410043951,6.623430645499479,151.00043813016734
114.95855625279296,0.030649721628521077,97.99888693778736,6.624178399272551,151.000910999955
118.47245998509474,0.01374070551176582,98.00028355408381,6.621796515811355,150.99978164141933
113.85990371483567,0.03520696227163365,97.99825655404373,6.6237765432282245,151.0008003467028
104.26035125793788,0.08107219823792144,98.0007920105289,6.6237915551679745,151.00090679968437
110.00702830931594,0.05013362760128247,98.00008073669125,6.624507258303235,150.99833795143627
121.08189550214831,-0.001580478893849123,98.00221258495665,6.624659279238518,150.999466848174
114.54711587067514,0.03366692950441863,97.99908749614956,6.6237341068508915,151.00164436075997
112.91966703870226,0.04302056964222168,98.00153044514914,6.624456590173776,150.99954739284445
111.4402610094739,0.05125765344091481,98.0009218960423,6.622478890514001,151.00141537983342
114.17724286711875,0.03237396423893445,98.0012894229118,6.624986557195304,151.000753076336
112.70922025633756,0.03916824317673301,98.00052799326464,6.623385264037001,151.00051706393384
113.96999240697535,0.033221767024855554,97.99914930372194,6.6218313085622365,151.00001198784102
120.16555449880704,0.0024750595415790506,97.99861035203047,6.622876893195475,150.9994493800705
118.55254077176112,0.00888012397507585,97.99952169627886,6.622762122839676,150.99817364867982
116.04879252597868,0.027562961914915186,97.99923865121663,6.624543316726823,151.00041464999055
113.49604843757447,0.03552828369628094,98.00009045464792,6.623582826464722,150.998334093376
116.1325878759024,0.013322849515400609,98.00103822448989,6.624597911586235,151.00062360209628
112.88100668330283,0.04042991619642669,98.00067131500715,6.623211900077879,150.99977611490874
118.66622883421834,0.018218466818493678,97.99950492370374,6.622845768401964,151.00006144299527
120.40247543741572,0.003280971298378975,98.00027595982397,6.6245628451337675,150.99963572953885
114.72749354065787,0.035362390062156066,97.9998361224985,6.623069874898899,150.99890842054245
110.39450230979028,0.05678797526216485,97.99893145575376,6.62318340440484,150.99999168255675
112.73915661322184,0.024856678294264127,98.00008446462867,6.622497489959228,150.998964471563
112.14584420746827,0.044272284463427646,98.00078475706142,6.624463441957881,150.99982470737788
117.09319167026234,0.019294113002085615,98.00176391575371,6.6254608744241095,150.99823838477397
121.99963584062499,-0.0017010045221428904,98.00145579011236,6.6236657549949935,151.00048060360456
118.09392005220903,0.012179780541214477,97.99932626257431,6.623501777112717,151.00029856668903
117.81664432783256,0.007655426606513839,98.00048366929907,6.625693155786126,150.99942439952304
117.86100042263661,0.012592467691605092,97.99906534163182,6.623808394427974,150.99989542662527
111.21291165677815,0.05221094990795351,97.99999268353612,6.624219851723403,151.00070287279814
107.29723439919327,0.0643306096108813,97.99792373559656,6.62270051545859,150.9987248717599
110.48736641422292,0.05691352084942558,97.99988311261261,6.622488595195205,151.00092688565078
113.0492124089554,0.03565697446142058,98.00061919586594,6.623966294790229,151.00330367286136
119.43912474383555,0.009533213042189008,97.999522915229,6.62218542192995,151.00193530376117
116.89595429923307,0.020032091463957832,98.00076949624432,6.625027988863741,150.99822903782402
114.93628891805649,0.03373157694540931,98.0006816277307,6.623522015817085,151.00034222937288
114.67702291168108,0.03258172461740002,97.99939284369587,6.622947431892447,150.99857461691315
120.36795500999924,-0.004365988698515275,97.99799075517937,6.623872999415022,151.00033588366134
113.75789265426363,0.03787420670604616,98.00007715705816,6.624230780666945,151.00058826961353
111.28318340289188,0.045672601582366176,97.99924285089953,6.622804304995741,151.0000908130764
111.44307705196309,0.043830089464769406,97.99892440732347,6.624240451107086,150.99966754910216
112.32436913794999,0.04225497386902667,98.00036938811736,6.622454629344642,151.00055559998378
112.59974717091177,0.041675201018769634,97.99943646886675,6.6225633441399285,150.99942868885174
111.44024620825856,0.04115014803555313,98.00015747718966,6.62303614824226,151.0003102171233
113.56998049208146,0.03679993902656109,98.0004524448488,6.623149033049218,151.0007244352193
105.87439145622699,0.07668206236730654,97.99856008194024,6.622533754806415,150.99990697462303
112.26451645879567,0.0399506980598193,97.99995511935458,6.624591637015014,150.99988177987075
117.92791386336187,0.011787123359490562,98.00001201501935,6.624545959598167,151.0003010168717
113.18366747394845,0.04035463970932831,97.99915498807808,6.623466020883413,151.000163203069
117.1871203886994,0.021053343561499682,98.00083646630425,6.625217445454953,151.00106278403487
118.10760493675677,0.01567393734515328,97.9998949557558,6.622170981528967,150.9991876513288
115.67688719375066,0.026393734521537097,97.99923213125633,6.6237625377289175,151.00070370552203
113.57629467219412,0.039548043306844013,98.00051329336875,6.622161890759924,150.99996113869037
113.23247407444606,0.035127049351947756,97.99963545413605,6.6234868366046085,151.00018168866026
114.55571765410296,0.03470037238951672,97.99937347989865,6.623121256192036,150.99872449237574
110.80585213776621,0.040771952822362026,97.99923165037374,6.622840527597684,151.0002329858754
105.45041781559559,0.07789906179463746,98.00019786120811,6.624440266443641,151.00223343487812
117.26899825055177,0.021814235444519766,97.99929615398516,6.6232499476398266,150.99827910972365
110.84440721823194,0.05146928982496894,97.9997862815423,6.623307824546041,151.00161017145152
107.00995660923951,0.0626028253276136,97.99897517439202,6.625347256342487,150.99889352429815
115.47928052326155,0.022319596389661092,97.99857125130376,6.624342329046546,151.00066902954632
114.77634723799707,0.032370072266943065,98.00062076648122,6.624756176853718,150.9997826978864
114.4572492430943,0.03003541110091688,98.0013220986431,6.624888356856665,151.00098216350347
109.4201280806677,0.05458124349997587,97.99927879971537,6.622166274404825,151.00032735837945
109.84829839556936,0.05361170456677936,98.00195489384996,6.621904640593257,150.99941274330956
110.7523482654178,0.047033723732198496,98.00091774504455,6.624586641680207,150.9987168197093
110.37439184924922,0.058401677328898366,97.99906173600397,6.625783273507602,151.0006410040595
111.85790925754874,0.038390481774382715,98.0006831032939,6.622149612964082,151.00130082671603
122.39422469581476,-0.005226307770749651,98.00126746310718,6.623837448697352,151.00167258606186
115.36869700833718,0.03297379247636048,98.00101911358367,6.623367998206527,151.00056337831177
117.21726480407504,0.02325472936594295,98.00038447315723,6.622803551719969,151.00096767601588
112.78711822143198,0.04209651284908203,97.99975331156611,6.623886748733663,151.00127126262748
117.39040730121998,0.022988546720991973,98.00207032886564,6.623649216875486,150.99975067883247
114.04953074907027,0.034461198813250056,97.99946384659161,6.623050894367631,150.99946054213743
117.2896507630259,0.02098604586290897,98.00043090691203,6.626089753315998,151.00133184746963
