A,Fission Yield,noise,Z,N,E
66.0,0.0001489151847092568,0.0041293064789875746,90,137,7.1052000253
66.01060106010601,9.133668889402548e-05,0.004257331289169695,90,137,7.1052000253
66.02120212021202,-1.0932452263605855e-05,0.004185572328077034,90,137,7.1052000253
66.03180318031804,5.483649167167799e-05,0.003924392625787859,90,137,7.1052000253
66.04240424042405,5.52356955106643e-05,0.004097194766185474,90,137,7.1052000253
66.05300530053005,-8.96250182876375e-05,0.004158115408240566,90,137,7.1052000253
66.06360636063606,-9.512978485192872e-05,0.003934283825593662,90,137,7.1052000253
66.07420742074207,-5.657365262368926e-06,0.003961165218815655,90,137,7.1052000253
66.08480848084808,0.00014753792289926707,0.004156136029955604,90,137,7.1052000253
66.0954095409541,1.735020297304574e-05,0.004095296569137942,90,137,7.1052000253
66.1060106010601,0.00022608896955593922,0.003997298778226562,90,137,7.1052000253
66.11661166116612,6.023610232073653e-05,0.0038187628156379464,90,137,7.1052000253
66.12721272127213,0.00019522214400009334,0.00407527629593213,90,137,7.1052000253
66.13781378137814,0.00010920910240768985,0.004085808462142304,90,137,7.1052000253
66.14841484148415,0.00010556842469232874,0.003970998005969681,90,137,7.1052000253
66.15901590159015,2.727531007559597e-05,0.004048588451084212,90,137,7.1052000253
66.16961696169616,-1.5794454274646263e-05,0.004012695887321145,90,137,7.1052000253
66.18021802180218,-0.00013695760056409243,0.003894315222628233,90,137,7.1052000253
66.19081908190819,3.565649906249785e-05,0.00400140558748793,90,137,7.1052000253
66.2014201420142,-6.365905377088493e-05,0.003949249243614213,90,137,7.1052000253
66.21202120212021,8.026092016716505e-05,0.003930682040216253,90,137,7.1052000253
66.22262226222622,0.00012031732808492421,0.003999601476832962,90,137,7.1052000253
66.23322332233224,1.623395095717728e-05,0.003973973960163829,90,137,7.1052000253
66.24382438243825,0.00024156089236456734,0.004046374304026487,90,137,7.1052000253
66.25442544254426,0.0001947333900620566,0.004071962276336233,90,137,7.1052000253
66.26502650265026,-9.928690625100336e-05,0.003923322747527355,90,137,7.1052000253
66.27562756275627,1.9593986983660667e-05,0.003986397004611213,90,137,7.1052000253
66.28622862286228,-6.839214923606427e-05,0.0038269836615702213,90,137,7.1052000253
66.2968296829683,0.00015102748084259225,0.0038835032675446726,90,137,7.1052000253
66.3074307430743,-0.00011533831328705739,0.003959098353154473,90,137,7.1052000253
66.31803180318032,-0.00014984896595221202,0.003928583878851157,90,137,7.1052000253
66.32863286328633,9.459627755623844e-05,0.003923215140827657,90,137,7.1052000253
66.33923392339234,0.0001360229626404995,0.003963553323496242,90,137,7.1052000253
66.34983498349835,-3.1268374496854013e-06,0.0038796166572727707,90,137,7.1052000253
66.36043604360437,8.093383632430607e-05,0.0040352715939498416,90,137,7.1052000253
66.37103710371036,-4.527737424363012e-05,0.003883044889921148,90,137,7.1052000253
66.38163816381638,-2.990947290095545e-05,0.003952144617280905,90,137,7.1052000253
66.39223922392239,6.610449041997082e-05,0.003791067900921925,90,137,7.1052000253
66.4028402840284,0.00010069957230823403,0.003740860057916379,90,137,7.1052000253
66.41344134413441,-0.00015573671634360188,0.0038925678944963724,90,137,7.1052000253
66.42404240424042,0.00013101751260587543,0.0039460135274325524,90,137,7.1052000253
66.43464346434644,-0.00013948191453422965,0.0038210468218816225,90,137,7.1052000253
66.44524452445245,-1.5658202158459787e-05,0.0037666205849693356,90,137,7.1052000253
66.45584558455846,-0.00010681930201325228,0.003801367670057168,90,137,7.1052000253
66.46644664466447,-6.737242562283983e-05,0.003793198614046777,90,137,7.1052000253
66.47704770477047,-0.00012827688694707162,0.003824236325933417,90,137,7.1052000253
66.48764876487648,-0.0001619975436369316,0.0037849724483007916,90,137,7.1052000253
66.4982498249825,5.630869933881766e-05,0.0038075311538846206,90,137,7.1052000253
66.5088508850885,-4.401728030487698e-07,0.0037095467579566746,90,137,7.1052000253
66.51945194519452,-0.00017757580192905568,0.003778079966616429,90,137,7.1052000253
66.53005300530053,4.468949390718049e-05,0.003524970070795237,90,137,7.1052000253
66.54065406540654,-3.5281104923985614e-05,0.0040317741330097,90,137,7.1052000253
66.55125512551255,-1.657203225432475e-05,0.0038695338401261306,90,137,7.1052000253
66.56185618561857,9.487011857136142e-05,0.003731831032061113,90,137,7.1052000253
66.57245724572458,3.348214826968527e-06,0.0038285589375655067,90,137,7.1052000253
66.58305830583058,0.00013880576709170516,0.003806906335170115,90,137,7.1052000253
66.59365936593659,2.7122043328580475e-05,0.003879982165514837,90,137,7.1052000253
66.6042604260426,1.3891369376235908e-05,0.0038434841168200314,90,137,7.1052000253
66.61486148614861,-0.00011602719416287135,0.003728983269432057,90,137,7.1052000253
66.62546254625462,-8.225445525629664e-05,0.0037251416021546933,90,137,7.1052000253
66.63606360636064,1.3521496637977903e-05,0.003860892643264015,90,137,7.1052000253
66.64666466646665,0.00010912583266089758,0.003708921900663019,90,137,7.1052000253
66.65726572657266,-0.00017735500367514222,0.0037770776798998484,90,137,7.1052000253
66.66786678667867,4.1095465264715784e-05,0.003798464625981996,90,137,7.1052000253
66.67846784678468,0.00011419215749091371,0.003785606983528056,90,137,7.1052000253
66.68906890689068,0.00015570530743645605,0.0037969518177815415,90,137,7.1052000253
66.6996699669967,-3.4210631413215014e-05,0.00378103816552884,90,137,7.1052000253
66.7102710271027,0.00014316863268974044,0.003763926647676694,90,137,7.1052000253
